time_stamp,humidity_a,humidity_b,temperature_a,temperature_b,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2022-11-03T00:00:00Z,48.933,,58.5,,1026.014,9.7,9.8,15.279,15.533,15.295,15.542
2022-11-03T01:00:00Z,56.566,,55.633,,1026.37,10.6,10.4,16.606,16.634,16.606,16.634
2022-11-03T02:00:00Z,62.5,,53.133,,1026.918,11.2,11.1,17.767,18.196,17.77,18.2
2022-11-03T03:00:00Z,65.7,,51.466,,1027.33,9.7,9.7,15.162,15.245,15.171,15.245
2022-11-03T04:00:00Z,67.466,,50.333,,1027.535,10,10,15.521,16.155,15.521,16.155
2022-11-03T05:00:00Z,71.2,,49.233,,1027.779,13.4,13.5,21.756,22.425,21.756,22.426
2022-11-03T06:00:00Z,72.733,,48.334,,1028.102,11.1,10.7,17.527,17.524,17.527,17.524
2022-11-03T07:00:00Z,74.8,,47,,1028.317,12,11.7,19.322,19.316,19.323,19.316
2022-11-03T08:00:00Z,76.7,,45.466,,1028.648,22.3,21.5,30.073,31.156,37.285,38.733
2022-11-03T09:00:00Z,78.367,,44.567,,1029.122,45.5,44.2,56.144,59.219,78.57,82.776
2022-11-03T10:00:00Z,79.834,,43.966,,1029.29,15,14.3,23.853,24.38,24.371,24.931
2022-11-03T11:00:00Z,79.267,,44,,1029.702,13.3,12.6,20.76,21.176,21.882,22.215
2022-11-03T12:00:00Z,71.867,,47.4,,1030.191,10.4,10.1,16.069,16.329,16.069,16.329
2022-11-03T13:00:00Z,58.233,,53.5,,1030.273,9.2,8.8,14.066,13.614,14.066,13.614
2022-11-03T14:00:00Z,48.567,,59.466,,1030.112,9.7,9.3,14.835,14.537,14.835,14.537
2022-11-03T15:00:00Z,40.933,,65.566,,1029.47,12.2,11.9,19.3,19.063,19.3,19.063
2022-11-03T16:00:00Z,36.4,,70.334,,1028.482,10.5,10.2,16.224,15.802,16.258,15.841
2022-11-03T17:00:00Z,32.1,,75.367,,1027.302,6.8,6.5,10.077,9.477,10.077,9.477
2022-11-03T18:00:00Z,27.034,,79.534,,1026.728,6,5.4,8.883,7.759,8.883,7.759
2022-11-03T19:00:00Z,26.2,,78.833,,1026.372,5.9,5.2,8.647,7.415,8.681,7.431
2022-11-03T20:00:00Z,28.5,,75.1,,1026.08,5.2,4.5,7.487,6.54,7.487,6.54
2022-11-03T21:00:00Z,33.666,,70.667,,1025.846,6.1,5.3,8.938,7.801,8.95,7.804
2022-11-03T22:00:00Z,43.4,,65.434,,1026.164,7.3,6.8,10.96,10.251,10.96,10.251
2022-11-03T23:00:00Z,48.8,,62.633,,1026.709,5.6,5.3,8.194,7.743,8.21,7.752
2022-11-04T00:00:00Z,54.633,,60.5,,1026.792,5.1,4.6,7.069,6.402,7.069,6.402
2022-11-04T01:00:00Z,61.133,,58.567,,1026.919,6.1,5.8,8.767,8.313,8.767,8.313
2022-11-04T02:00:00Z,66.966,,56.8,,1026.967,5.5,5.3,7.652,7.453,7.75,7.536
2022-11-04T03:00:00Z,73.4,,55.834,,1027.51,5.9,5.7,8.338,8.161,8.338,8.161
2022-11-04T04:00:00Z,76.566,,54.933,,1027.633,6.5,6.4,9.335,9.374,9.335,9.374
2022-11-04T05:00:00Z,78.667,,54,,1027.198,7.4,7.2,10.806,10.82,10.812,10.828
2022-11-04T06:00:00Z,79.8,,52.166,,1027.137,10.4,10.5,15.736,16.445,15.782,16.538
2022-11-04T07:00:00Z,81.466,,50.867,,1026.962,10,10.1,15.204,15.689,15.204,15.689
2022-11-04T08:00:00Z,81.367,,51.466,,1027.125,10.4,10.4,15.914,16.31,15.914,16.325
2022-11-04T09:00:00Z,82.6,,51.566,,1026.995,9.1,9,13.288,14.043,13.288,14.046
2022-11-04T10:00:00Z,80.867,,50.2,,1027.197,8.9,8.9,13.443,13.93,13.443,13.93
2022-11-04T11:00:00Z,81.933,,50.767,,1027.432,9.9,10,15.087,16.102,15.087,16.102
2022-11-04T12:00:00Z,81.8,,53.034,,1027.889,12.7,12.5,19.977,20.347,20.074,20.439
2022-11-04T13:00:00Z,77.067,,57.4,,1028.197,10.3,10.4,15.445,16.044,15.614,16.206
2022-11-04T14:00:00Z,67.2,,64.1,,1028.079,12.3,12.1,18.039,18.709,18.044,18.709
2022-11-04T15:00:00Z,53.733,,71.334,,1027.364,5.3,5.2,7.271,7.239,7.271,7.244
2022-11-04T16:00:00Z,41.8,,76.3,,1026.579,2.9,2.9,3.282,3.263,3.282,3.263
2022-11-04T17:00:00Z,36.8,,79.1,,1025.503,2.3,2.3,2.097,2.37,2.097,2.37
2022-11-04T18:00:00Z,35.133,,81.466,,1024.595,2.3,2.2,2.05,2.056,2.05,2.056
2022-11-04T19:00:00Z,34.966,,81.333,,1024.382,2.4,2.4,2.268,2.372,2.365,2.492
2022-11-04T20:00:00Z,41.9,,76.867,,1024.144,2.5,2.2,2.541,2.137,2.558,2.137
2022-11-04T21:00:00Z,47.867,,73.233,,1024.28,2.4,2.3,2.365,2.327,2.365,2.327
2022-11-04T22:00:00Z,56.2,,70.3,,1024.668,3.4,3.5,4.194,4.454,4.194,4.454
2022-11-04T23:00:00Z,62.4,,67.966,,1025.003,3.8,3.8,4.864,4.871,4.864,4.871
2022-11-05T00:00:00Z,67.167,,66,,1025.135,4.4,4.3,5.691,5.909,5.715,5.934
2022-11-05T01:00:00Z,69.534,,65,,1025.088,3.9,3.8,4.724,4.967,4.732,4.97
2022-11-05T02:00:00Z,71.9,,64.3,,1025.077,3.9,3.8,4.941,5.008,4.941,5.008
2022-11-05T03:00:00Z,75.2,,63.367,,1024.454,4.1,4,5.242,5.171,5.242,5.171
2022-11-05T04:00:00Z,77.767,,63,,1024.085,4.5,4.3,5.903,5.892,6.105,5.995
2022-11-05T05:00:00Z,78.334,,63.367,,1024.035,3.2,3.3,3.752,3.996,3.752,3.996
2022-11-05T06:00:00Z,78.567,,63.133,,1023.997,2.9,2.8,3.246,3.368,3.246,3.368
2022-11-05T07:00:00Z,78.8,,63,,1023.782,3,3,3.409,3.429,3.409,3.429
2022-11-05T08:00:00Z,79.4,,63.233,,1023.476,2.6,2.6,2.726,2.846,2.726,2.846
2022-11-05T09:00:00Z,79.133,,63,,1023.43,3.1,3.1,3.571,3.697,3.571,3.697
2022-11-05T10:00:00Z,80.6,,63.233,,1023.452,3.8,3.8,4.867,4.964,4.867,4.964
2022-11-05T11:00:00Z,78.6,,65.233,,1023.512,3.2,3.3,3.84,4.143,3.84,4.143
2022-11-05T12:00:00Z,77.5,,66.433,,1023.756,3.1,3.1,3.596,3.787,3.602,3.787
2022-11-05T13:00:00Z,73.7,,69,,1023.964,2.6,2.6,2.613,2.826,2.613,2.826
2022-11-05T14:00:00Z,69.033,,71.667,,1024.038,2.4,2.5,2.369,2.615,2.369,2.615
2022-11-05T15:00:00Z,61.967,,75.633,,1023.721,2.5,2.5,2.516,2.749,2.516,2.749
