time_stamp,humidity_a,humidity_b,temperature_a,temperature_b,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2023-08-22T16:00:00Z,29.5,32.5,80,81,1017.5625,7.3,6.3,11.245,10.145,11.245,10.145
2023-08-22T17:00:00Z,30.1,33.367,79.6,80.6,1017.398,6.4,6.3,10.446,10.06,10.446,10.06
2023-08-22T18:00:00Z,32.7,35.867,79.367,80.267,1017.2159999999999,6.1,5.8,9.715,9.345,9.715,9.345
2023-08-22T19:00:00Z,31.7,35.033,80.066,80.966,1016.819,5.6,5.3,8.912,8.186,8.912,8.186
2023-08-22T20:00:00Z,32.433,35.867,80.467,81.2,1016.5525,5.6,5.5,8.863,8.706,8.863,8.706
2023-08-22T21:00:00Z,31.133,34.333,80.466,81.133,1016.323,5,5,7.985,7.877,7.985,7.877
2023-08-22T22:00:00Z,31.566,35.067,80.5,81.233,1016.4594999999999,5.1,5,8.155,7.94,8.155,7.94
2023-08-22T23:00:00Z,33.834,37.367,79.834,80.767,1016.804,5.6,5.6,8.996,8.989,8.996,8.989
2023-08-23T00:00:00Z,38.533,42.133,76.966,77.633,1017.3015,5.6,5.6,8.999,8.88,8.999,8.88
2023-08-23T01:00:00Z,41,44.633,74.667,75.5,1017.8430000000001,5.8,5.6,9.356,9.195,9.356,9.195
2023-08-23T02:00:00Z,42.067,45.933,72.867,73.533,1018.2175,5.8,5.5,9.435,9.101,9.435,9.101
2023-08-23T03:00:00Z,44.567,48.5,70.566,70.934,1018.7115,5.5,5.1,8.896,8.405,8.896,8.405
2023-08-23T04:00:00Z,46.834,50.633,68.8,69.233,1019.0055,5.2,4.8,8.406,7.802,8.406,7.802
2023-08-23T05:00:00Z,47.233,50.9,67.767,68.4,1018.844,4.7,4.3,7.479,7.025,7.479,7.025
2023-08-23T06:00:00Z,49.934,53.8,66.267,67.033,1019.0329999999999,4.7,4.4,7.405,6.976,7.405,6.976
2023-08-23T07:00:00Z,52,55.767,65.367,65.7,1019.431,5.1,4.7,8.337,7.824,8.337,7.824
2023-08-23T08:00:00Z,55.233,59,63.7,64.2,1019.488,5.4,5.1,9.011,8.729,9.011,8.729
2023-08-23T09:00:00Z,61.633,65.233,62.167,62.567,1019.7439999999999,6.2,5.6,10.38,10.086,10.38,10.086
2023-08-23T10:00:00Z,58.2,61.867,63.466,63.933,1020.561,5.1,4.7,8.633,8.397,8.633,8.397
2023-08-23T11:00:00Z,49.434,53.467,69.267,69.8,1020.8485000000001,5.5,5.2,9.079,8.771,9.079,8.771
2023-08-23T12:00:00Z,39.534,43.7,77,77.6,1020.822,5.3,5.2,8.72,8.652,8.724,8.659
2023-08-23T13:00:00Z,31.034,34.9,83,83.7,1020.576,3.5,3.4,5.243,5.126,5.246,5.128
2023-08-23T14:00:00Z,28.6,32.2,85.367,86,1020.3315,3.2,3.2,4.747,4.744,4.747,4.744
2023-08-23T15:00:00Z,24.767,27.833,86.767,87.567,1019.8455,2.9,2.9,4.292,4.15,4.292,4.15
2023-08-23T16:00:00Z,24.166,27.166,84.9,85.666,1018.963,2.5,2.6,3.679,3.64,3.679,3.64
2023-08-23T17:00:00Z,25.167,28.167,82.367,82.966,1018.617,2.4,2.5,3.369,3.53,3.369,3.53
2023-08-23T18:00:00Z,27.534,30.633,80.7,81.3,1018.3520000000001,2.8,2.8,4.179,4.148,4.179,4.148
2023-08-23T19:00:00Z,27.666,30.6,80.567,80.966,1017.7945,2.9,2.9,4.203,4.191,4.203,4.191
2023-08-23T20:00:00Z,27.933,30.933,80.667,81.034,1017.155,2.8,2.8,4.07,4.087,4.07,4.087
2023-08-23T21:00:00Z,28.666,31.866,80.666,81.034,1016.8185000000001,2.9,3,4.421,4.464,4.421,4.464
2023-08-23T22:00:00Z,30.2,33.334,79.733,80.267,1016.6495,3.3,3.3,4.905,4.908,4.905,4.908
2023-08-23T23:00:00Z,33.767,37.1,78.133,78.667,1016.434,3.4,3.4,5.214,5.246,5.214,5.246
2023-08-24T00:00:00Z,41.7,45.4,75.434,75.8,1017.275,3.8,3.8,5.986,6.117,5.986,6.117
2023-08-24T01:00:00Z,45.733,49.5,73.567,74.133,1017.631,4.3,4.2,6.98,6.921,6.98,6.921
2023-08-24T02:00:00Z,48.934,52.567,71.966,72.466,1017.6804999999999,4.5,4.4,7.196,7.218,7.196,7.218
2023-08-24T03:00:00Z,53.466,57.133,70.4,70.7,1017.752,5.4,5.2,8.762,8.643,8.762,8.643
2023-08-24T04:00:00Z,58.167,62,69.133,69.633,1017.8765000000001,4.9,4.7,7.969,7.718,7.969,7.718
2023-08-24T05:00:00Z,61.567,65.267,68.4,68.733,1017.626,4.9,4.7,8.012,7.696,8.012,7.696
2023-08-24T06:00:00Z,64.534,68.133,67.367,67.633,1017.4355,4.9,4.6,7.871,7.514,7.871,7.514
2023-08-24T07:00:00Z,66.133,70,66.933,67,1017.558,4.9,4.6,8.047,7.494,8.047,7.494
2023-08-24T08:00:00Z,66.733,70.5,66.966,67.2,1017.736,5.8,5.4,9.452,9.071,9.452,9.071
2023-08-24T09:00:00Z,68.066,71.666,66.9,67.034,1017.927,5.2,5,8.579,8.335,8.579,8.335
2023-08-24T10:00:00Z,67.2,70.933,67.2,67.733,1018.0085,5,4.8,8.324,8.233,8.324,8.233
2023-08-24T11:00:00Z,63.8,67.834,69.367,69.7,1018.337,6.5,6.2,10.864,10.648,10.864,10.648
2023-08-24T12:00:00Z,49.133,53.7,77.4,78.133,1018.6405,7.6,7.5,12.848,12.732,12.848,12.732
2023-08-24T13:00:00Z,51.633,56.233,76,76.466,1018.4014999999999,4.7,4.7,7.706,7.851,7.706,7.851
2023-08-24T14:00:00Z,45.966,50.367,78.4,79.066,1018.3889999999999,3.4,3.5,5.154,5.433,5.154,5.433
2023-08-24T15:00:00Z,46.767,51.334,77.533,78.133,1018.326,3.4,3.3,5.171,5.211,5.171,5.211
2023-08-24T16:00:00Z,42.267,46.633,78.3,78.9,1018.1785,3.1,3.1,4.562,4.706,4.562,4.706
2023-08-24T17:00:00Z,44.033,48.433,78.434,78.966,1017.9545,3,3.1,4.428,4.591,4.428,4.591
2023-08-24T18:00:00Z,42.367,46.8,78.667,79.233,1017.4055000000001,2.9,2.9,4.34,4.351,4.34,4.351
2023-08-24T19:00:00Z,44.933,49.166,77.334,78.033,1016.9395,3.2,3.2,4.726,4.897,4.726,4.897
2023-08-24T20:00:00Z,48.2,52.567,75.633,76.167,1017.057,3.2,3.2,4.903,4.911,4.903,4.911
2023-08-24T21:00:00Z,52.667,56.867,74.267,74.867,1016.9290000000001,3,3.1,4.463,4.631,4.463,4.631
2023-08-24T22:00:00Z,58.9,62.9,72.233,72.633,1016.9300000000001,2.7,2.6,3.803,3.908,3.803,3.908
2023-08-24T23:00:00Z,64.666,68.434,70.733,71.334,1016.952,3.1,2.9,4.394,4.44,4.394,4.44
2023-08-25T00:00:00Z,70.066,73.767,69.433,69.933,1017.1569999999999,3.2,3.1,4.799,4.755,4.799,4.755
2023-08-25T01:00:00Z,69.566,73.2,69.8,70.334,1016.652,3.3,3.2,4.991,4.889,4.991,4.889
2023-08-25T02:00:00Z,67.1,71.033,70.466,71,1015.808,2.2,2.1,2.942,2.875,2.942,2.875
2023-08-25T03:00:00Z,65.966,69.966,70.966,71.133,1014.893,1.7,1.6,1.879,2.063,1.879,2.063
2023-08-25T04:00:00Z,65.334,69.367,71.034,72,1014.5055,1.5,1.4,1.708,1.794,1.708,1.794
2023-08-25T05:00:00Z,66.967,70.9,71,72,1014.125,1.7,1.7,1.894,2.09,1.894,2.09
2023-08-25T06:00:00Z,69.867,73.834,71.367,72,1013.6115,2,1.8,2.507,2.402,2.507,2.402
2023-08-25T07:00:00Z,71.8,75.8,72,72.7,1013.0475,2.4,2.2,3.221,3.196,3.221,3.196
